Restaurant ID,Restaurant Name,Country Code,City,Address,Locality,Locality Verbose,Longitude,Latitude,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating color,Rating text,Votes,avg_cost_for_one,Cuisine Count,Cuisines_Mean_Rating,Cuisines_Mean_Rating_Avg,Price_TableBooking
65055,Barbeque Nation,1,Chennai,77,T. Nagar,"T. Nagar, Chennai",80.23311,13.045479,"['North Indian', 'Continental']",2000,Indian Rupees(Rs.),0,0,0,0,4,4.4,4,4,3848,1000.0,2,"[2.5104545454545453, 3.5187500000000003]",3.0146022727272728,0
18384227,AB's - Absolute Barbecues,1,Chennai,63,Velachery,"Velachery, Chennai",80.231598,12.981615,"['North Indian', 'European', 'Mediterranean']",1600,Indian Rupees(Rs.),0,0,0,0,3,4.9,5,5,859,800.0,3,"[2.5104545454545453, 3.9108108108108106, 3.9482142857142857]",3.456493213993214,0
72604,Coal Barbecues,1,Chennai,84,Velachery,"Velachery, Chennai",80.21811381,12.98604688,"['North Indian', 'Mediterranean', 'Asian', 'Arabian']",1400,Indian Rupees(Rs.),0,0,0,0,3,4.6,5,5,1267,700.0,4,"[2.5104545454545453, 3.9482142857142857, 3.815021459227468, 3.3857142857142857]",3.4148511440276463,0
66457,Pind,1,Chennai,51,Velachery,"Velachery, Chennai",80.221898,12.975996,"['North Indian', 'Chinese']",900,Indian Rupees(Rs.),1,0,0,0,2,4.0,4,4,2272,450.0,2,"[2.5104545454545453, 2.621023765996344]",2.5657391557254448,2
18260777,Kuchi n Kream,1,Coimbatore,72,Gandhipuram,"Gandhipuram, Coimbatore",76.9720757,11.01629845,"['Cafe', 'Continental', 'Fast Food']",800,Indian Rupees(Rs.),0,1,0,0,3,4.6,5,5,202,400.0,3,"[3.321194879089616, 3.5187500000000003, 2.5630916414904332]",3.1343455068600163,0
3000107,Haribhavanam Hotel,1,Coimbatore,41,Peelamedu,"Peelamedu, Coimbatore",76.995667,11.022477,"['South Indian', 'Chettinad', 'North Indian']",600,Indian Rupees(Rs.),0,0,0,0,2,3.9,3,3,318,300.0,3,"[2.469811320754717, 3.6727272727272724, 2.5104545454545453]",2.884331046312178,0
3000132,Kites Cafe,1,Coimbatore,82,Peelamedu,"Peelamedu, Coimbatore",77.015393,11.025083,['Cafe'],400,Indian Rupees(Rs.),0,1,0,0,2,3.8,3,3,124,200.0,1,[3.321194879089616],3.321194879089616,0
3000122,Zucca Pizzeria,1,Coimbatore,72,Peelamedu,"Peelamedu, Coimbatore",77.00700302,11.02483917,['Pizza'],600,Indian Rupees(Rs.),0,1,0,0,2,3.5,3,3,274,300.0,1,[2.921784776902887],2.921784776902887,0
3001032,Burger Ka Baap,1,Coimbatore,68,Peelamedu,"Peelamedu, Coimbatore",76.99959444,11.02216944,['Fast Food'],500,Indian Rupees(Rs.),0,0,0,0,2,4.3,4,4,147,250.0,1,[2.5630916414904332],2.5630916414904332,0
3000021,The Cascade Restaurant,1,Coimbatore,74,Peelamedu,"Peelamedu, Coimbatore",76.99501667,11.02127778,['Chinese'],1200,Indian Rupees(Rs.),0,1,0,0,3,4.1,4,4,243,600.0,1,[2.621023765996344],2.621023765996344,0
18434000,24 Plus Cafe & Restaurant,1,Coimbatore,54,Podanur,"Podanur, Coimbatore",76.971082,10.96185,"['Continental', 'Fast Food', 'Desserts', 'Indian']",450,Indian Rupees(Rs.),0,0,0,0,2,3.8,3,3,24,225.0,4,"[3.5187500000000003, 2.5630916414904332, 2.978866768759571, 3.9185714285714286]",3.2448199597053584,0
3000195,Valarmathi Kongunaatu Samayal,1,Coimbatore,67,Race Course,"Race Course, Coimbatore",76.976268,11.001852,"['South Indian', 'Biryani']",350,Indian Rupees(Rs.),0,0,0,0,2,4.5,5,5,380,175.0,2,"[2.469811320754717, 2.4203389830508475]",2.445075151902782,0
3000126,Bird On Tree,1,Coimbatore,64,Race Course,"Race Course, Coimbatore",76.98431119,11.00863836,"['Continental', 'Chinese', 'Thai', 'Malaysian', 'North Indian']",1200,Indian Rupees(Rs.),0,0,0,0,3,3.8,3,3,221,600.0,5,"[3.5187500000000003, 2.621023765996344, 3.6598290598290597, 3.7636363636363637, 2.5104545454545453]",3.2147387469832625,0
18280306,Tim's Bistro,1,Coimbatore,46,Race Course,"Race Course, Coimbatore",76.9754397,11.0030085,"['North Indian', 'Continental']",700,Indian Rupees(Rs.),0,1,0,0,2,3.9,3,3,85,350.0,2,"[2.5104545454545453, 3.5187500000000003]",3.0146022727272728,0
3001489,Batlivala & Khanabhoy,1,Coimbatore,68,Race Course,"Race Course, Coimbatore",76.98624135,11.00175265,"['Parsi', 'North Indian']",1200,Indian Rupees(Rs.),0,0,0,0,3,4.2,4,4,40,600.0,2,"[4.1, 2.5104545454545453]",3.3052272727272722,0
3000770,Cafe Totaram,1,Coimbatore,66,Race Course,"Race Course, Coimbatore",76.98187642,11.00076241,"['Cafe', 'Fast Food']",600,Indian Rupees(Rs.),0,1,0,0,2,4.0,4,4,132,300.0,2,"[3.321194879089616, 2.5630916414904332]",2.942143260290025,0
3000062,Cream Centre,1,Coimbatore,119,Race Course,"Race Course, Coimbatore",76.97649444,11.00366944,"['North Indian', 'Chinese', 'Italian', 'Mexican']",1000,Indian Rupees(Rs.),0,0,0,0,3,4.0,4,4,203,500.0,4,"[2.5104545454545453, 2.621023765996344, 3.562041884816754, 3.7232044198895027]",3.1041811540392867,0
3000016,On The Go,1,Coimbatore,59,Race Course,"Race Course, Coimbatore",76.975525,11.00368056,"['Italian', 'North Indian', 'Desserts']",1500,Indian Rupees(Rs.),0,0,0,0,4,4.0,4,4,215,750.0,3,"[3.562041884816754, 2.5104545454545453, 2.978866768759571]",3.0171210663436234,0
3000014,Sree Annapoorna,1,Coimbatore,46,RS Puram,"RS Puram, Coimbatore",76.95173611,11.00668611,"['South Indian', 'North Indian', 'Chinese']",400,Indian Rupees(Rs.),0,0,0,0,2,4.3,4,4,225,200.0,3,"[2.469811320754717, 2.5104545454545453, 2.621023765996344]",2.5337632107352017,0
3000001,That's Y Food,1,Coimbatore,73,RS Puram,"RS Puram, Coimbatore",76.95295,11.010375,"['North Indian', 'Biryani']",1400,Indian Rupees(Rs.),0,0,0,0,3,4.2,4,4,299,700.0,2,"[2.5104545454545453, 2.4203389830508475]",2.4653967642526964,0
3001321,CakeBee,1,Coimbatore,42,Saibaba Colony,"Saibaba Colony, Coimbatore",76.94465239,11.02611735,"['Bakery', 'Desserts']",350,Indian Rupees(Rs.),0,1,0,0,2,4.9,5,5,200,175.0,2,"[2.4409395973154364, 2.978866768759571]",2.709903183037504,0
3000996,Yari,1,Coimbatore,56,Saibaba Colony,"Saibaba Colony, Coimbatore",76.940432,11.02091,"['North Indian', 'Chinese', 'Street Food']",700,Indian Rupees(Rs.),0,0,0,0,2,4.2,4,4,221,350.0,3,"[2.5104545454545453, 2.621023765996344, 2.356049822064057]",2.495842711171649,0
3001065,Cream Stone,1,Coimbatore,85,"SMS Hotel, Peelamedu","SMS Hotel, Peelamedu, Coimbatore",76.9983492,11.02229761,"['Desserts', 'Ice Cream']",300,Indian Rupees(Rs.),0,0,0,0,1,4.3,4,4,161,150.0,2,"[2.978866768759571, 2.5831858407079644]",2.7810263047337678,0
3000048,Barbeque Nation,1,Coimbatore,85,Town Hall,"Town Hall, Coimbatore",76.96330278,10.99413611,"['North Indian', 'European', 'Mediterranean']",1400,Indian Rupees(Rs.),0,0,0,0,3,4.4,4,4,505,700.0,3,"[2.5104545454545453, 3.9108108108108106, 3.9482142857142857]",3.456493213993214,0
3500012,The Punjabi Essence Restaurant,1,Dehradun,59,Chukkuwala,"Chukkuwala, Dehradun",0.0,0.0,"['North Indian', 'Chinese']",800,Indian Rupees(Rs.),0,0,0,0,3,3.6,3,3,102,400.0,2,"[2.5104545454545453, 2.621023765996344]",2.5657391557254448,0
3500007,Tirupati Restaurant,1,Dehradun,70,Chukkuwala,"Chukkuwala, Dehradun",0.0,0.0,"['South Indian', 'North Indian', 'Chinese']",500,Indian Rupees(Rs.),0,0,0,0,3,3.8,3,3,115,250.0,3,"[2.469811320754717, 2.5104545454545453, 2.621023765996344]",2.5337632107352017,0
3500017,Anandam,1,Dehradun,62,Hathibarkala Salwala,"Hathibarkala Salwala, Dehradun",78.053162,30.335259,"['Desserts', 'North Indian', 'Chinese', 'South Indian', 'Fast Food', 'Street Food']",650,Indian Rupees(Rs.),0,0,0,0,3,3.9,3,3,141,325.0,6,"[2.978866768759571, 2.5104545454545453, 2.621023765996344, 2.469811320754717, 2.5630916414904332, 2.356049822064057]",2.583216310753278,0
3500018,Town Table Restaurant,1,Dehradun,48,Hathibarkala Salwala,"Hathibarkala Salwala, Dehradun",78.060221,30.340722,"['North Indian', 'Chinese', 'Continental']",1000,Indian Rupees(Rs.),0,0,0,0,4,3.9,3,3,173,500.0,3,"[2.5104545454545453, 2.621023765996344, 3.5187500000000003]",2.8834094371502967,0
3500011,Kalsang Friends Corner,1,Dehradun,84,Hathibarkala Salwala,"Hathibarkala Salwala, Dehradun",78.062543,30.346994,"['Chinese', 'Thai', 'Tibetan']",750,Indian Rupees(Rs.),0,0,0,0,3,4.2,4,4,406,375.0,3,"[2.621023765996344, 3.6598290598290597, 2.3022727272727272]",2.8610418510327107,0
18416632,The Great Indian Pub,1,Dehradun,38,Jakhan,"Jakhan, Dehradun",78.06802238,30.36128079,['North Indian'],1500,Indian Rupees(Rs.),0,0,0,0,4,4.9,5,5,50,750.0,1,[2.5104545454545453],2.5104545454545453,0
18279289,BMG - All Day Dining,1,Dehradun,36,Jakhan,"Jakhan, Dehradun",78.06888981,30.36268594,"['Chinese', 'North Indian', 'Fast Food']",0,Indian Rupees(Rs.),0,0,0,0,1,4.3,4,4,63,0.0,3,"[2.621023765996344, 2.5104545454545453, 2.5630916414904332]",2.564856650980441,0
18408585,Punjab Grill,1,Dehradun,29,Jakhan,"Jakhan, Dehradun",78.067079,30.359722,"['Mughlai', 'North Indian']",1250,Indian Rupees(Rs.),0,0,0,0,4,4.0,4,4,98,625.0,2,"[2.609949748743719, 2.5104545454545453]",2.5602021470991323,0
3500059,TBistro,1,Dehradun,49,Karanpur,"Karanpur, Dehradun",78.054222,30.332735,"['North Indian', 'Chinese']",550,Indian Rupees(Rs.),0,0,0,0,3,3.8,3,3,230,275.0,2,"[2.5104545454545453, 2.621023765996344]",2.5657391557254448,0
3500081,Y Cafe & Restaurant,1,Dehradun,80,Karanpur,"Karanpur, Dehradun",78.049117,30.328174,['Cafe'],500,Indian Rupees(Rs.),0,0,0,0,3,4.0,4,4,94,250.0,1,[3.321194879089616],3.321194879089616,0
17971273,Eddie's Patisserie,1,Dehradun,70,Krishna Nagar,"Krishna Nagar, Dehradun",0.0,0.0,['Bakery'],350,Indian Rupees(Rs.),0,0,0,0,2,4.1,4,4,64,175.0,1,[2.4409395973154364],2.4409395973154364,0
3500365,First Gear Cafe,1,Dehradun,45,Malsi,"Malsi, Dehradun",0.0,0.0,"['Cafe', 'Chinese']",700,Indian Rupees(Rs.),0,0,0,0,3,3.9,3,3,131,350.0,2,"[3.321194879089616, 2.621023765996344]",2.97110932254298,0
3500013,Dunkin Donuts,1,Dehradun,50,"Pacific Mall, Jakhan","Pacific Mall, Jakhan, Dehradun",78.070453,30.366322,"['Burger', 'Desserts']",600,Indian Rupees(Rs.),0,0,0,0,3,3.9,3,3,101,300.0,2,"[3.522222222222222, 2.978866768759571]",3.250544495490897,0
3500024,Doon Darbar,1,Dehradun,40,Paltan Bazaar,"Paltan Bazaar, Dehradun",78.04026667,30.31952778,"['North Indian', 'Mughlai']",600,Indian Rupees(Rs.),0,0,0,0,3,3.9,3,3,121,300.0,2,"[2.5104545454545453, 2.609949748743719]",2.5602021470991323,0
3500488,Razzmatazz,1,Dehradun,53,Race Course,"Race Course, Dehradun",0.0,0.0,['Cafe'],400,Indian Rupees(Rs.),0,0,0,0,2,3.9,3,3,39,200.0,1,[3.321194879089616],3.321194879089616,0
3500505,Barbeque Nation,1,Dehradun,46,Rajpur,"Rajpur, Dehradun",78.061187,30.3425093,"['North Indian', 'Mediterranean', 'Asian', 'Chinese']",1600,Indian Rupees(Rs.),0,0,0,0,4,4.4,4,4,66,800.0,4,"[2.5104545454545453, 3.9482142857142857, 3.815021459227468, 2.621023765996344]",3.223678514098161,0
3500010,Black Pepper Restaurant,1,Dehradun,45,Rajpur,"Rajpur, Dehradun",78.046106,30.327968,"['North Indian', 'Chinese']",1200,Indian Rupees(Rs.),0,0,0,0,4,4.0,4,4,175,600.0,2,"[2.5104545454545453, 2.621023765996344]",2.5657391557254448,0
3500414,Cafe Marigold,1,Dehradun,60,Rajpur,"Rajpur, Dehradun",0.0,0.0,"['Cafe', 'Chinese', 'Fast Food']",500,Indian Rupees(Rs.),0,0,0,0,3,4.1,4,4,104,250.0,3,"[3.321194879089616, 2.621023765996344, 2.5630916414904332]",2.8351034288587975,0
18440677,Jalapenos,1,Dehradun,64,Rajpur,"Rajpur, Dehradun",78.07715102,30.37220198,"['Cafe', 'Mexican']",500,Indian Rupees(Rs.),0,0,0,0,3,4.2,4,4,68,250.0,2,"[3.321194879089616, 3.7232044198895027]",3.5221996494895595,0
3500484,Kalsang AMA Cafe,1,Dehradun,68,Rajpur,"Rajpur, Dehradun",0.0,0.0,['Cafe'],600,Indian Rupees(Rs.),0,0,0,0,3,4.2,4,4,89,300.0,1,[3.321194879089616],3.321194879089616,0
301728,Desire Foods,1,Faridabad,76,Badarpur Border,"Badarpur Border, Faridabad",77.3066401,28.4900591,"['Chinese', 'Fast Food', 'Bakery']",250,Indian Rupees(Rs.),0,0,0,0,1,2.9,2,2,4,125.0,3,"[2.621023765996344, 2.5630916414904332, 2.4409395973154364]",2.541685001600738,0
5992,Knight Rock,1,Faridabad,77,Badarpur Border,"Badarpur Border, Faridabad",77.304776,28.4901567,"['North Indian', 'Chinese']",500,Indian Rupees(Rs.),0,0,0,0,2,2.8,2,2,16,250.0,2,"[2.5104545454545453, 2.621023765996344]",2.5657391557254448,0
301730,Punjab Restaurant,1,Faridabad,66,Badarpur Border,"Badarpur Border, Faridabad",77.305563,28.4901368,['North Indian'],150,Indian Rupees(Rs.),0,0,0,0,1,2.8,2,2,8,75.0,1,[2.5104545454545453],2.5104545454545453,0
301729,Raju Dhaba,1,Faridabad,66,Badarpur Border,"Badarpur Border, Faridabad",77.3061016,28.4900979,['North Indian'],150,Indian Rupees(Rs.),0,0,0,0,1,2.9,2,2,8,75.0,1,[2.5104545454545453],2.5104545454545453,0
301731,Rakheja Bakery,1,Faridabad,66,Badarpur Border,"Badarpur Border, Faridabad",77.3057446,28.490062,['Bakery'],100,Indian Rupees(Rs.),0,0,0,0,1,2.8,2,2,7,50.0,1,[2.4409395973154364],2.4409395973154364,0
311053,Snax Points,1,Faridabad,76,Badarpur Border,"Badarpur Border, Faridabad",77.3053835,28.4901198,"['Chinese', 'North Indian', 'Fast Food']",300,Indian Rupees(Rs.),0,0,0,0,1,3.0,2,2,4,150.0,3,"[2.621023765996344, 2.5104545454545453, 2.5630916414904332]",2.564856650980441,0
9299,Aggarwal Sweet Corner,1,Faridabad,54,Badarpur Border,"Badarpur Border, Faridabad",77.30274167,28.49629167,['Mithai'],100,Indian Rupees(Rs.),0,0,0,0,1,3.1033112582781457,0,0,1,50.0,1,[2.0736842105263156],2.0736842105263156,0
9178,Kashyap Vaishno Dhaba,1,Faridabad,64,Badarpur Border,"Badarpur Border, Faridabad",77.303542,28.4959154,['North Indian'],100,Indian Rupees(Rs.),0,0,0,0,1,3.1033112582781457,0,0,3,50.0,1,[2.5104545454545453],2.5104545454545453,0
18477319,Total Food Court,1,Faridabad,64,Badarpur Border,"Badarpur Border, Faridabad",0.0,0.0,"['North Indian', 'Mughlai', 'Chinese']",400,Indian Rupees(Rs.),0,0,0,0,1,3.1033112582781457,0,0,3,200.0,3,"[2.5104545454545453, 2.609949748743719, 2.621023765996344]",2.5804760200648693,0
18433852,The Chaiwalas,1,Faridabad,66,Badkal Lake,"Badkal Lake, Faridabad",77.3000877,28.4262842,['Cafe'],300,Indian Rupees(Rs.),0,0,0,0,1,3.1033112582781457,0,0,0,150.0,1,[3.321194879089616],3.321194879089616,0
304046,Cafe And More,1,Faridabad,66,Charmwood Village,"Charmwood Village, Faridabad",77.2905651,28.4946638,"['Fast Food', 'North Indian']",300,Indian Rupees(Rs.),0,0,0,0,1,2.9,2,2,4,150.0,2,"[2.5630916414904332, 2.5104545454545453]",2.5367730934724895,0
309936,Green Chick Chop,1,Faridabad,89,Charmwood Village,"Charmwood Village, Faridabad",77.2905276,28.4946804,"['Raw Meats', 'North Indian', 'Fast Food']",350,Indian Rupees(Rs.),0,0,0,0,1,3.0,2,2,7,175.0,3,"[2.1526315789473687, 2.5104545454545453, 2.5630916414904332]",2.4087259219641157,0
309927,Kolkata Hot Kathi Rolls,1,Faridabad,62,Charmwood Village,"Charmwood Village, Faridabad",77.2918292,28.4922473,"['Fast Food', 'Chinese']",300,Indian Rupees(Rs.),0,0,0,0,1,2.9,2,2,11,150.0,2,"[2.5630916414904332, 2.621023765996344]",2.5920577037433885,0
18377449,Aapki Rasoi,1,Faridabad,66,Charmwood Village,"Charmwood Village, Faridabad",77.2918292,28.4990636,['North Indian'],200,Indian Rupees(Rs.),0,0,0,0,1,3.1033112582781457,0,0,1,100.0,1,[2.5104545454545453],2.5104545454545453,0
18465871,Fusion Food Corner,1,Faridabad,70,Charmwood Village,"Charmwood Village, Faridabad",0.0,0.0,"['North Indian', 'Chinese']",300,Indian Rupees(Rs.),0,0,0,0,1,3.1033112582781457,0,0,0,150.0,2,"[2.5104545454545453, 2.621023765996344]",2.5657391557254448,0
18472646,Punjabi Rasoi,1,Faridabad,52,Charmwood Village,"Charmwood Village, Faridabad",77.292431,28.4923251,['North Indian'],400,Indian Rupees(Rs.),0,0,0,0,1,3.1033112582781457,0,0,0,200.0,1,[2.5104545454545453],2.5104545454545453,0
18037826,Kebab Xpress,1,Faridabad,65,"Crown Interiorz Mall, Sector 35, Faridabad","Crown Interiorz Mall, Sector 35, Faridabad, Faridabad",77.3074479,28.4698631,"['North Indian', 'Mughlai']",600,Indian Rupees(Rs.),0,1,0,0,2,2.8,2,2,49,300.0,2,"[2.5104545454545453, 2.609949748743719]",2.5602021470991323,0
301163,McDonald's,1,Faridabad,59,"Crown Interiorz Mall, Sector 35, Faridabad","Crown Interiorz Mall, Sector 35, Faridabad, Faridabad",77.3074479,28.4695043,"['Fast Food', 'Burger']",500,Indian Rupees(Rs.),0,0,0,0,2,3.4,2,2,58,250.0,2,"[2.5630916414904332, 3.522222222222222]",3.0426569318563277,0
4931,Suruchi,1,Faridabad,57,"Crown Interiorz Mall, Sector 35, Faridabad","Crown Interiorz Mall, Sector 35, Faridabad, Faridabad",77.3074479,28.4701322,"['North Indian', 'South Indian', 'Gujarati', 'Rajasthani']",700,Indian Rupees(Rs.),0,0,0,0,2,3.4,2,2,233,350.0,4,"[2.5104545454545453, 2.469811320754717, 3.3545454545454545, 3.1809523809523808]",2.8789409254267744,0
1804,Berco's,1,Faridabad,63,"Crown Interiorz Mall, Sector 35, Faridabad","Crown Interiorz Mall, Sector 35, Faridabad, Faridabad",77.3072684,28.4700256,"['Chinese', 'Thai']",1100,Indian Rupees(Rs.),0,1,0,0,3,3.8,3,3,508,550.0,2,"[2.621023765996344, 3.6598290598290597]",3.140426412912702,0
312102,Dunkin' Donuts,1,Faridabad,74,"Crown Interiorz Mall, Sector 35, Faridabad","Crown Interiorz Mall, Sector 35, Faridabad, Faridabad",77.3074031,28.4693655,"['Burger', 'Desserts', 'Fast Food']",600,Indian Rupees(Rs.),0,1,0,0,2,3.6,3,3,98,300.0,3,"[3.522222222222222, 2.978866768759571, 2.5630916414904332]",3.0213935441574087,0
18217857,The Chocolate Room,1,Faridabad,57,"Crown Interiorz Mall, Sector 35, Faridabad","Crown Interiorz Mall, Sector 35, Faridabad, Faridabad",77.3074031,28.4693655,"['Cafe', 'Desserts']",900,Indian Rupees(Rs.),0,1,0,0,2,3.6,3,3,59,450.0,2,"[3.321194879089616, 2.978866768759571]",3.1500308239245935,0
18471268,Baskin Robbin,1,Faridabad,56,"Crown Interiorz Mall, Sector 35, Faridabad","Crown Interiorz Mall, Sector 35, Faridabad, Faridabad",77.3074479,28.469594,['Desserts'],300,Indian Rupees(Rs.),0,0,0,0,1,3.1033112582781457,0,0,0,150.0,1,[2.978866768759571],2.978866768759571,0
18381244,Popcorn Fusion,1,Faridabad,42,"Crown Interiorz Mall, Sector 35, Faridabad","Crown Interiorz Mall, Sector 35, Faridabad, Faridabad",77.3074031,28.4693655,['Fast Food'],200,Indian Rupees(Rs.),0,0,0,0,1,3.1033112582781457,0,0,1,100.0,1,[2.5630916414904332],2.5630916414904332,0
18408041,Subway,1,Faridabad,38,"Crown Interiorz Mall, Sector 35, Faridabad","Crown Interiorz Mall, Sector 35, Faridabad, Faridabad",77.3074928,28.4700019,"['American', 'Fast Food', 'Salad', 'Healthy Food']",500,Indian Rupees(Rs.),0,0,0,0,2,3.1033112582781457,0,0,2,250.0,4,"[3.6637055837563453, 2.5630916414904332, 3.1655913978494623, 3.0813333333333333]",3.1184304891073937,0
311051,KFC,1,Faridabad,66,"Crown Interiorz Mall, Sector 35, Faridabad","Crown Interiorz Mall, Sector 35, Faridabad, Faridabad",77.30706006,28.46980656,"['American', 'Fast Food', 'Burger']",500,Indian Rupees(Rs.),0,1,0,0,2,2.1,1,1,57,250.0,3,"[3.6637055837563453, 2.5630916414904332, 3.522222222222222]",3.2496731491563335,0
18133510,Barbeque Nation,1,Faridabad,53,"Crown Interiorz Mall, Sector 35, Faridabad","Crown Interiorz Mall, Sector 35, Faridabad, Faridabad",77.3073785,28.4698629,['North Indian'],1600,Indian Rupees(Rs.),0,0,0,0,3,4.0,4,4,299,800.0,1,[2.5104545454545453],2.5104545454545453,0
308380,Yo! China,1,Faridabad,58,"Crown Interiorz Mall, Sector 35, Faridabad","Crown Interiorz Mall, Sector 35, Faridabad, Faridabad",77.3074031,28.4693655,['Chinese'],1300,Indian Rupees(Rs.),0,1,0,0,3,4.1,4,4,239,650.0,1,[2.621023765996344],2.621023765996344,0
6077,Giani's,1,Faridabad,70,"Crown Plaza Mall, Sector 15, Faridabad","Crown Plaza Mall, Sector 15, Faridabad, Faridabad",77.3130127,28.3980691,"['Ice Cream', 'Desserts']",400,Indian Rupees(Rs.),0,0,0,0,1,3.2,2,2,16,200.0,2,"[2.5831858407079644, 2.978866768759571]",2.7810263047337678,0
308082,Momo-Cha,1,Faridabad,38,"Crown Plaza Mall, Sector 15, Faridabad","Crown Plaza Mall, Sector 15, Faridabad, Faridabad",77.3130127,28.3979794,['Fast Food'],200,Indian Rupees(Rs.),0,1,0,0,1,2.7,2,2,16,100.0,1,[2.5630916414904332],2.5630916414904332,0
309558,Shree Rathnam,1,Faridabad,58,"Crown Plaza Mall, Sector 15, Faridabad","Crown Plaza Mall, Sector 15, Faridabad, Faridabad",77.3128332,28.397424,"['South Indian', 'North Indian', 'Chinese']",800,Indian Rupees(Rs.),0,1,0,0,2,3.4,2,2,48,400.0,3,"[2.469811320754717, 2.5104545454545453, 2.621023765996344]",2.5337632107352017,0
8128,Mirage Restro Bar,1,Faridabad,62,"Crown Plaza Mall, Sector 15, Faridabad","Crown Plaza Mall, Sector 15, Faridabad, Faridabad",77.3131025,28.3978083,"['North Indian', 'Mughlai']",1000,Indian Rupees(Rs.),1,0,0,0,3,2.4,1,1,25,500.0,2,"[2.5104545454545453, 2.609949748743719]",2.5602021470991323,3
304062,Jai Jagannath Hotel,1,Faridabad,45,Dayal Bagh,"Dayal Bagh, Faridabad",77.294319,28.4937692,['South Indian'],200,Indian Rupees(Rs.),0,0,0,0,1,3.1033112582781457,0,0,3,100.0,1,[2.469811320754717],2.469811320754717,0
9785,Gelato Vinto,1,Faridabad,50,"Eldeco Station 1 Mall, Sector 12, Faridabad","Eldeco Station 1 Mall, Sector 12, Faridabad, Faridabad",77.3139102,28.3868454,"['Desserts', 'Ice Cream']",250,Indian Rupees(Rs.),0,0,0,0,1,2.8,2,2,12,125.0,2,"[2.978866768759571, 2.5831858407079644]",2.7810263047337678,0
312514,Maggi Point,1,Faridabad,52,"Eldeco Station 1 Mall, Sector 12, Faridabad","Eldeco Station 1 Mall, Sector 12, Faridabad, Faridabad",77.3140449,28.3869029,['Fast Food'],200,Indian Rupees(Rs.),0,0,0,0,1,3.1033112582781457,0,0,2,100.0,1,[2.5630916414904332],2.5630916414904332,0
308961,Angaar,1,Faridabad,80,"Hotel Saffron Kiran, Faridabad","Hotel Saffron Kiran, Faridabad, Faridabad",77.3056977,28.4719854,"['North Indian', 'Chinese']",1200,Indian Rupees(Rs.),1,0,0,0,3,3.1033112582781457,0,0,0,600.0,2,"[2.5104545454545453, 2.621023765996344]",2.5657391557254448,3
308963,TcozY,1,Faridabad,80,"Hotel Saffron Kiran, Faridabad","Hotel Saffron Kiran, Faridabad, Faridabad",77.3066401,28.4722089,['Cafe'],1500,Indian Rupees(Rs.),0,0,0,0,3,3.1033112582781457,0,0,0,750.0,1,[3.321194879089616],3.321194879089616,0
308962,The Retriever,1,Faridabad,80,"Hotel Saffron Kiran, Faridabad","Hotel Saffron Kiran, Faridabad, Faridabad",77.3062507,28.4723428,"['North Indian', 'Mughlai', 'Chinese']",1500,Indian Rupees(Rs.),1,0,0,0,3,3.1033112582781457,0,0,0,750.0,3,"[2.5104545454545453, 2.609949748743719, 2.621023765996344]",2.5804760200648693,3
8169,Bangali Sweets & Restaurant,1,Faridabad,51,Indraprastha Colony,"Indraprastha Colony, Faridabad",77.3153578,28.4534629,['Mithai'],100,Indian Rupees(Rs.),0,0,0,0,1,3.1033112582781457,0,0,2,50.0,1,[2.0736842105263156],2.0736842105263156,0
309368,Silver,1,Faridabad,59,K Hotel,"K Hotel, Faridabad",77.316429,28.446715,"['North Indian', 'Chinese', 'Continental']",1500,Indian Rupees(Rs.),1,0,0,0,3,3.1033112582781457,0,0,3,750.0,3,"[2.5104545454545453, 2.621023765996344, 3.5187500000000003]",2.8834094371502967,3
18472429,Chill 'N Grill,1,Faridabad,47,NIT,"NIT, Faridabad",77.2900667,28.3954463,['North Indian'],300,Indian Rupees(Rs.),0,0,0,0,1,3.1033112582781457,0,0,0,150.0,1,[2.5104545454545453],2.5104545454545453,0
18472418,Punjabi Restaurant,1,Faridabad,41,NIT,"NIT, Faridabad",77.2874809,28.3939512,"['North Indian', 'Mughlai']",500,Indian Rupees(Rs.),0,0,0,0,2,3.1033112582781457,0,0,0,250.0,2,"[2.5104545454545453, 2.609949748743719]",2.5602021470991323,0
18472426,Standard Chicken Point,1,Faridabad,40,NIT,"NIT, Faridabad",77.2875524,28.3940171,['Mughlai'],500,Indian Rupees(Rs.),0,0,0,0,2,3.1033112582781457,0,0,0,250.0,1,[2.609949748743719],2.609949748743719,0
18450934,The Grillz & Gravy,1,Faridabad,20,NIT,"NIT, Faridabad",77.2922781,28.3982684,"['North Indian', 'Chinese']",400,Indian Rupees(Rs.),0,0,0,0,1,3.1033112582781457,0,0,0,200.0,2,"[2.5104545454545453, 2.621023765996344]",2.5657391557254448,0
6025,Cakes 'n Bakes - Park Plaza,1,Faridabad,45,"Park Plaza, Sector 21, Faridabad","Park Plaza, Sector 21, Faridabad, Faridabad",77.2969459,28.4292178,['Bakery'],1000,Indian Rupees(Rs.),0,0,0,0,3,3.0,2,2,15,500.0,1,[2.4409395973154364],2.4409395973154364,0
